timestamp,event,elapsed,temperature,event_id
2026-05-27 13:42:57,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,38
2026-05-27 13:42:58,TEMP_BELOW_THRESHOLD,00:00:01,70.0,39
2026-05-27 13:42:59,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,40
2026-05-27 13:43:00,TEMP_BELOW_THRESHOLD,00:00:01,70.0,41
2026-05-27 13:43:02,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,42
2026-05-27 13:43:03,TEMP_BELOW_THRESHOLD,00:00:01,70.0,43
2026-05-27 13:43:04,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,44
2026-05-27 13:43:05,TEMP_BELOW_THRESHOLD,00:00:01,70.0,45
2026-05-27 13:43:06,TEMP_ABOVE_THRESHOLD,00:00:00,70.1,46
2026-05-27 13:43:15,TEMP_BELOW_THRESHOLD,00:00:09,70.0,47
2026-05-27 13:43:16,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,48
2026-05-27 13:43:19,TEMP_BELOW_THRESHOLD,00:00:03,69.9,49
2026-05-27 13:43:20,TEMP_ABOVE_THRESHOLD,00:00:00,70.1,50
2026-05-27 14:43:20,TIMER_EXPIRED,01:00:00,73.5,51
2026-05-27 14:43:40,TIMER_RESTART,00:00:20,73.6,52
2026-05-27 15:43:40,TIMER_EXPIRED,01:00:00,72.3,53
2026-05-27 15:44:00,TIMER_RESTART,00:00:20,72.3,54
2026-05-27 16:44:00,TIMER_EXPIRED,01:00:00,70.9,55
2026-05-27 16:44:20,TIMER_RESTART,00:00:20,70.8,56
2026-05-27 17:02:20,TEMP_BELOW_THRESHOLD,00:18:00,70.0,57
2026-05-27 17:02:21,TEMP_ABOVE_THRESHOLD,00:00:00,70.2,58
2026-05-27 17:07:47,TEMP_BELOW_THRESHOLD,00:05:26,70.0,59
2026-05-27 17:07:48,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,60
2026-05-27 17:08:04,TEMP_BELOW_THRESHOLD,00:00:16,70.0,61
2026-05-27 17:08:08,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,62
2026-05-27 17:08:10,TEMP_BELOW_THRESHOLD,00:00:02,69.9,63
2026-05-27 17:08:11,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,64
2026-05-27 17:08:13,TEMP_BELOW_THRESHOLD,00:00:02,69.9,65
2026-05-27 17:08:15,TEMP_ABOVE_THRESHOLD,00:00:00,70.1,66
2026-05-27 17:08:46,TEMP_BELOW_THRESHOLD,00:00:31,70.0,67
2026-05-27 17:08:47,TEMP_ABOVE_THRESHOLD,00:00:00,70.1,68
2026-05-27 17:08:56,TEMP_BELOW_THRESHOLD,00:00:09,69.9,69
2026-05-27 17:08:57,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,70
2026-05-27 17:09:08,TEMP_BELOW_THRESHOLD,00:00:11,70.0,71
2026-05-27 17:09:09,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,72
2026-05-27 17:09:15,TEMP_BELOW_THRESHOLD,00:00:06,70.0,73
2026-05-27 17:09:17,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,74
2026-05-27 17:09:23,TEMP_BELOW_THRESHOLD,00:00:06,69.9,75
2026-05-27 17:09:24,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,76
2026-05-27 17:09:28,TEMP_BELOW_THRESHOLD,00:00:04,70.0,77
2026-05-27 17:09:29,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,78
2026-05-27 17:10:30,TEMP_BELOW_THRESHOLD,00:01:01,69.9,79
2026-05-27 17:10:31,TEMP_ABOVE_THRESHOLD,00:00:00,70.1,80
2026-05-27 17:10:33,TEMP_BELOW_THRESHOLD,00:00:02,69.9,81
2026-05-27 17:10:34,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,82
2026-05-27 17:10:35,TEMP_BELOW_THRESHOLD,00:00:01,69.9,83
2026-05-27 17:10:36,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,84
2026-05-27 17:10:38,TEMP_BELOW_THRESHOLD,00:00:02,69.9,85
2026-05-27 17:10:52,TEMP_ABOVE_THRESHOLD,00:00:00,70.1,86
2026-05-27 17:10:53,TEMP_BELOW_THRESHOLD,00:00:01,70.0,87
2026-05-27 17:11:04,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,88
2026-05-27 17:11:06,TEMP_BELOW_THRESHOLD,00:00:02,69.9,89
2026-05-27 17:11:12,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,90
2026-05-27 17:11:14,TEMP_BELOW_THRESHOLD,00:00:02,70.0,91
2026-05-27 17:11:20,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,92
2026-05-27 17:11:21,TEMP_BELOW_THRESHOLD,00:00:01,69.9,93
2026-05-27 17:11:23,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,94
2026-05-27 17:11:25,TEMP_BELOW_THRESHOLD,00:00:02,69.9,95
2026-05-27 17:13:06,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,96
2026-05-27 17:13:07,TEMP_BELOW_THRESHOLD,00:00:01,69.9,97
2026-05-27 17:13:12,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,98
2026-05-27 17:13:13,TEMP_BELOW_THRESHOLD,00:00:01,69.8,99
2026-05-27 17:13:31,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,100
2026-05-27 17:13:32,TEMP_BELOW_THRESHOLD,00:00:01,69.9,101
2026-05-27 17:13:33,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,102
2026-05-27 17:13:34,TEMP_BELOW_THRESHOLD,00:00:01,69.9,103
2026-05-27 17:13:36,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,104
2026-05-27 17:13:38,TEMP_BELOW_THRESHOLD,00:00:01,70.0,105
2026-05-27 17:13:40,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,106
2026-05-27 17:13:42,TEMP_BELOW_THRESHOLD,00:00:02,69.9,107
2026-05-27 17:13:43,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,108
2026-05-27 17:13:44,TEMP_BELOW_THRESHOLD,00:00:01,69.9,109
2026-05-27 17:13:46,TEMP_ABOVE_THRESHOLD,00:00:00,70.1,110
2026-05-27 17:13:47,TEMP_BELOW_THRESHOLD,00:00:01,70.0,111
2026-05-27 17:13:48,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,112
2026-05-27 17:13:50,TEMP_BELOW_THRESHOLD,00:00:02,70.0,113
2026-05-27 17:13:51,TEMP_ABOVE_THRESHOLD,00:00:00,70.1,114
2026-05-27 17:13:54,TEMP_BELOW_THRESHOLD,00:00:03,69.9,115
2026-05-27 17:13:55,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,116
2026-05-27 17:13:56,TEMP_BELOW_THRESHOLD,00:00:01,69.9,117
2026-05-27 17:14:37,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,118
2026-05-27 17:14:38,TEMP_BELOW_THRESHOLD,00:00:01,69.9,119
2026-05-27 17:14:52,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,120
2026-05-27 17:14:53,TEMP_BELOW_THRESHOLD,00:00:01,69.9,121
2026-05-27 17:14:56,TEMP_ABOVE_THRESHOLD,00:00:00,70.0,122
2026-05-27 17:14:57,TEMP_BELOW_THRESHOLD,00:00:01,69.9,123
2026-05-13 15:21:45,SESSION_START,00:00:00,,0
2026-05-13 15:21:45,BOOT,00:00:00,,1
2026-05-13 15:21:45,TEMP_BELOW_THRESHOLD,00:00:00,23.7,3
2026-06-03 13:54:46,SENSOR_LOST,00:00:00,,16
2026-06-03 13:54:48,TEMP_BELOW_THRESHOLD,00:00:02,19.9,18
2026-06-03 13:55:15,SENSOR_LOST,00:00:00,,19
2026-06-03 13:55:24,TEMP_BELOW_THRESHOLD,00:00:09,20.0,21
2026-06-03 13:56:37,SENSOR_LOST,00:00:00,,22
2026-06-03 13:57:35,TEMP_BELOW_THRESHOLD,00:00:58,20.0,24
2026-06-03 13:58:56,SENSOR_LOST,00:00:00,,25
2026-06-03 14:01:37,TEMP_BELOW_THRESHOLD,00:02:41,20.0,27
2026-06-03 14:02:03,SENSOR_LOST,00:00:00,,28
2026-06-03 14:02:04,TEMP_BELOW_THRESHOLD,00:00:01,20.0,30
2026-06-03 14:02:42,SENSOR_LOST,00:00:00,,31
2026-06-03 14:07:25,TEMP_BELOW_THRESHOLD,00:04:43,19.3,33
2026-06-03 14:24:27,SENSOR_LOST,00:00:00,,34
2026-06-03 14:25:46,TEMP_BELOW_THRESHOLD,00:01:18,29.8,36
2026-06-03 14:25:57,SENSOR_LOST,00:00:00,,37
2026-06-03 14:26:25,TEMP_BELOW_THRESHOLD,00:00:28,30.0,39
2026-06-03 14:29:13,SENSOR_LOST,00:00:00,,40
2026-06-03 14:29:52,TEMP_BELOW_THRESHOLD,00:00:39,31.6,42
2026-06-03 16:15:17,TEMP_ABOVE_THRESHOLD,00:00:00,72.0,43
2026-06-03 16:15:18,TEMP_BELOW_THRESHOLD,00:00:01,71.9,44
2026-06-03 16:15:22,TEMP_ABOVE_THRESHOLD,00:00:00,72.1,45
2026-06-03 16:15:23,TEMP_BELOW_THRESHOLD,00:00:01,72.0,46
2026-06-03 16:15:24,TEMP_ABOVE_THRESHOLD,00:00:00,72.0,47
2026-06-03 16:15:25,TEMP_BELOW_THRESHOLD,00:00:01,72.0,48
2026-06-03 16:15:27,TEMP_ABOVE_THRESHOLD,00:00:00,72.0,49
2026-06-03 16:15:28,TEMP_BELOW_THRESHOLD,00:00:01,72.0,50
2026-06-03 16:15:31,TEMP_ABOVE_THRESHOLD,00:00:00,72.1,51
2026-06-03 16:15:32,TEMP_BELOW_THRESHOLD,00:00:01,72.0,52
2026-06-03 16:15:33,TEMP_ABOVE_THRESHOLD,00:00:00,72.0,53
2026-06-03 16:15:37,TEMP_BELOW_THRESHOLD,00:00:04,72.0,54
2026-06-03 16:15:39,TEMP_ABOVE_THRESHOLD,00:00:00,72.0,55
2026-06-03 16:15:43,TEMP_BELOW_THRESHOLD,00:00:04,72.0,56
2026-06-03 16:15:49,TEMP_ABOVE_THRESHOLD,00:00:00,72.0,57
2026-06-03 16:15:50,TEMP_BELOW_THRESHOLD,00:00:01,72.0,58
2026-06-03 16:15:52,TEMP_ABOVE_THRESHOLD,00:00:00,72.0,59
2026-06-03 16:15:55,TEMP_BELOW_THRESHOLD,00:00:03,72.0,60
2026-06-03 16:15:59,TEMP_ABOVE_THRESHOLD,00:00:00,72.1,61
2026-06-03 16:16:01,TEMP_BELOW_THRESHOLD,00:00:02,72.0,62
2026-06-03 16:16:02,TEMP_ABOVE_THRESHOLD,00:00:00,72.1,63
2026-06-03 16:16:03,TEMP_BELOW_THRESHOLD,00:00:01,71.9,64
2026-06-03 16:16:14,TEMP_ABOVE_THRESHOLD,00:00:00,72.0,65
2026-06-03 16:16:16,TEMP_BELOW_THRESHOLD,00:00:02,72.0,66
2026-06-03 16:16:17,TEMP_ABOVE_THRESHOLD,00:00:00,72.0,67
2026-06-03 16:16:18,TEMP_BELOW_THRESHOLD,00:00:01,72.0,68
2026-06-03 16:16:19,TEMP_ABOVE_THRESHOLD,00:00:00,72.1,69
2026-06-03 16:16:20,TEMP_BELOW_THRESHOLD,00:00:01,72.0,70
2026-06-03 16:16:22,TEMP_ABOVE_THRESHOLD,00:00:00,72.0,71
2026-06-03 16:16:23,TEMP_BELOW_THRESHOLD,00:00:01,72.0,72
2026-06-03 16:16:25,TEMP_ABOVE_THRESHOLD,00:00:00,72.0,73
2026-06-03 16:16:26,TEMP_BELOW_THRESHOLD,00:00:01,72.0,74
2026-06-03 16:16:27,TEMP_ABOVE_THRESHOLD,00:00:00,72.0,75
2026-06-03 16:16:28,TEMP_BELOW_THRESHOLD,00:00:01,71.9,76
2026-06-03 16:16:29,TEMP_ABOVE_THRESHOLD,00:00:00,72.1,77
2026-06-03 16:16:30,TEMP_BELOW_THRESHOLD,00:00:01,72.0,78
2026-06-03 16:16:31,TEMP_ABOVE_THRESHOLD,00:00:00,72.0,79
2026-06-03 16:16:36,TEMP_BELOW_THRESHOLD,00:00:05,72.0,80
2026-06-03 16:16:37,TEMP_ABOVE_THRESHOLD,00:00:00,72.1,81
2026-06-03 16:16:40,TEMP_BELOW_THRESHOLD,00:00:03,72.0,82
2026-06-03 16:16:42,TEMP_ABOVE_THRESHOLD,00:00:00,72.2,83
2026-06-03 16:16:44,TEMP_BELOW_THRESHOLD,00:00:02,72.0,84
2026-06-03 16:16:45,TEMP_ABOVE_THRESHOLD,00:00:00,72.0,85
2026-06-03 16:16:47,TEMP_BELOW_THRESHOLD,00:00:02,72.0,86
2026-06-03 16:16:48,TEMP_ABOVE_THRESHOLD,00:00:00,72.0,87
2026-06-03 16:16:50,TEMP_BELOW_THRESHOLD,00:00:02,72.0,88
2026-06-03 16:16:52,TEMP_ABOVE_THRESHOLD,00:00:00,72.1,89
2026-06-03 16:16:53,TEMP_BELOW_THRESHOLD,00:00:01,72.0,90
2026-06-03 16:16:54,TEMP_ABOVE_THRESHOLD,00:00:00,72.1,91
2026-06-03 16:16:58,TEMP_BELOW_THRESHOLD,00:00:04,72.0,92
2026-06-03 16:16:59,TEMP_ABOVE_THRESHOLD,00:00:00,72.2,93
2026-06-03 16:17:04,TEMP_BELOW_THRESHOLD,00:00:05,72.0,94
2026-06-03 16:17:06,TEMP_ABOVE_THRESHOLD,00:00:00,72.1,95
2026-06-03 16:17:14,TEMP_BELOW_THRESHOLD,00:00:08,72.0,96
2026-06-03 16:17:15,TEMP_ABOVE_THRESHOLD,00:00:00,72.2,97
