timestamp,event,elapsed,temperature,event_id
2026-05-13 14:35:43,SESSION_START,00:00:00,,0
2026-05-13 14:35:43,BOOT,00:00:00,,1
2026-05-13 14:35:43,TEMP_BELOW_THRESHOLD,00:00:00,12.0,3
2026-05-13 14:36:32,TIMER_MANUAL_RESET,00:00:00,11.6,4
