timestamp,temperature,time_id
2026-04-27 16:38:16,22.2,1
2026-04-27 16:39:19,22.1,2
2026-04-27 16:40:19,21.9,3
2026-04-27 16:41:23,22.4,4
2026-04-27 16:42:24,22.5,5
2026-04-27 16:43:24,21.9,6
2026-04-27 16:44:39,22.5,7
2026-04-27 16:45:39,22.0,8
2026-04-27 16:46:39,22.3,9
2026-04-27 16:47:45,21.7,10
2026-04-27 16:48:45,22.0,11
2026-04-27 16:49:54,22.4,12
2026-04-27 16:50:56,22.3,13
2026-04-27 16:52:00,22.5,14
2026-04-27 16:53:00,22.7,15
2026-04-27 16:54:00,22.8,16
2026-04-27 16:55:06,22.6,17
2026-04-27 16:56:10,23.4,18
2026-04-27 16:57:18,22.8,19
2026-04-27 16:58:18,22.9,20
2026-04-27 16:59:18,22.9,21
2026-04-27 17:00:18,22.9,22
2026-04-27 17:01:19,23.2,23
2026-04-27 17:02:19,22.7,24
2026-04-27 17:03:21,22.8,25
2026-04-27 17:04:21,22.9,26
2026-04-27 17:05:21,22.7,27
2026-04-27 17:06:21,22.8,28
2026-04-27 17:07:23,22.6,29
2026-04-27 17:08:28,22.9,30
2026-04-27 17:09:28,22.8,31
2026-04-27 17:10:28,22.9,32
2026-04-27 17:11:34,22.7,33
