timestamp,temperature,time_id
2026-04-26 02:29:37,6.2,2001
2026-04-26 02:30:37,6.4,2002
2026-04-26 02:31:37,6.5,2003
2026-04-26 02:32:37,6.4,2004
2026-04-26 02:33:37,6.3,2005
2026-04-26 02:34:37,6.4,2006
2026-04-26 02:35:37,6.5,2007
2026-04-26 02:36:37,6.5,2008
2026-04-26 02:37:37,6.3,2009
2026-04-26 02:38:37,6.5,2010
2026-04-26 02:39:37,6.4,2011
2026-04-26 02:40:37,6.4,2012
2026-04-26 02:41:37,6.2,2013
2026-04-26 02:42:37,6.4,2014
2026-04-26 02:43:37,6.3,2015
2026-04-26 02:44:37,6.2,2016
2026-04-26 02:45:37,6.1,2017
2026-04-26 02:46:37,6.1,2018
2026-04-26 02:47:37,6.2,2019
2026-04-26 02:48:37,6.2,2020
2026-04-26 02:49:37,6.0,2021
2026-04-26 02:50:37,6.1,2022
2026-04-26 02:51:37,6.2,2023
2026-04-26 02:52:37,6.1,2024
2026-04-26 02:53:37,6.1,2025
2026-04-26 02:54:37,5.8,2026
2026-04-26 02:55:37,6.4,2027
2026-04-26 02:56:37,6.0,2028
2026-04-26 02:57:37,6.1,2029
2026-04-26 02:58:37,6.1,2030
2026-04-26 02:59:37,6.0,2031
2026-04-26 03:00:37,5.9,2032
2026-04-26 03:01:37,6.1,2033
2026-04-26 03:02:37,5.9,2034
2026-04-26 03:03:37,6.1,2035
2026-04-26 03:04:37,6.0,2036
2026-04-26 03:05:37,6.0,2037
2026-04-26 03:06:37,6.0,2038
2026-04-26 03:07:37,5.9,2039
2026-04-26 03:08:37,5.8,2040
2026-04-26 03:09:38,6.0,2041
2026-04-26 03:10:38,5.9,2042
2026-04-26 03:11:38,5.7,2043
2026-04-26 03:12:38,6.0,2044
2026-04-26 03:13:38,5.9,2045
2026-04-26 03:14:38,5.9,2046
2026-04-26 03:15:38,5.9,2047
2026-04-26 03:16:38,5.9,2048
2026-04-26 03:17:38,6.0,2049
2026-04-26 03:18:38,5.7,2050
2026-04-26 03:19:38,5.8,2051
2026-04-26 03:20:38,6.0,2052
2026-04-26 03:21:38,6.0,2053
2026-04-26 03:22:38,5.8,2054
2026-04-26 03:23:38,5.9,2055
2026-04-26 03:24:38,5.8,2056
2026-04-26 03:25:38,5.5,2057
2026-04-26 03:26:38,5.5,2058
2026-04-26 03:27:38,5.6,2059
2026-04-26 03:28:38,5.4,2060
2026-04-26 03:29:38,5.5,2061
2026-04-26 03:30:38,5.7,2062
2026-04-26 03:31:38,5.4,2063
2026-04-26 03:32:38,5.4,2064
2026-04-26 03:33:38,5.6,2065
2026-04-26 03:34:38,5.4,2066
2026-04-26 03:35:38,5.5,2067
2026-04-26 03:36:38,5.5,2068
2026-04-26 03:37:38,5.5,2069
2026-04-26 03:38:38,5.4,2070
2026-04-26 03:39:38,5.5,2071
2026-04-26 03:40:38,5.4,2072
2026-04-26 03:41:38,5.2,2073
2026-04-26 03:42:38,5.3,2074
2026-04-26 03:43:38,5.3,2075
2026-04-26 03:44:38,5.5,2076
2026-04-26 03:45:38,5.3,2077
2026-04-26 03:46:38,5.4,2078
2026-04-26 03:47:38,5.3,2079
2026-04-26 03:48:38,5.2,2080
2026-04-26 03:49:38,5.3,2081
2026-04-26 03:50:38,5.2,2082
2026-04-26 03:51:39,5.3,2083
2026-04-26 03:52:39,5.2,2084
2026-04-26 03:53:39,5.2,2085
2026-04-26 03:54:39,5.1,2086
2026-04-26 03:55:39,5.1,2087
